key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0012__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0012__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0012__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0012__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0012__SIR0.wav,16000,58240,-0.0684019973156263,17.449528995390065,17.51793099270569,-0.0684019973156263,17.449528995390065,17.51793099270569,
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134493-0004__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134493-0004__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134493-0004__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134493-0004__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/121/121726/121-121726-0001.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV2__237-237-134493-0004__SIR0.wav,16000,109184,0.0180641175305282,-31.76607389427601,-31.78413801180654,0.0180641175305282,-31.76607389427601,-31.78413801180654,
1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0006__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0006__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0006__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0006__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0006__SIR0.wav,16000,120064,-0.0200200914981944,17.317536337334634,17.337556428832826,-0.0200200914981944,17.317536337334634,17.337556428832826,
1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0071__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0071__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0071__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0071__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/260/123440/260-123440-0019.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV2__672-672-122797-0071__SIR0.wav,16000,78208,0.09254017597594,17.677842489453724,17.585302313477783,0.09254017597594,17.677842489453724,17.585302313477783,
1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0010__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0010__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0010__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0010__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV2__8230-8230-279154-0010__SIR0.wav,16000,166912,-0.0996291628798008,16.862646735689744,16.962275898569544,-0.0996291628798008,16.862646735689744,16.962275898569544,
1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0028__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0028__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0028__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0028__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/61/70970/61-70970-0000.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV2__8230-8230-279154-0028__SIR0.wav,16000,76288,0.0478746115760291,15.837542767045727,15.789668155469698,0.0478746115760291,15.837542767045727,15.789668155469698,
1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV2__8230-8230-279154-0039__SIR0.wav,16000,73344,-0.1086222062650815,16.21463536001864,16.323257566283722,-0.1086222062650815,16.21463536001864,16.323257566283722,
1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0005__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0005__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0005__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0005__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7729/102255/7729-102255-0023.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV2__7176-7176-92135-0005__SIR0.wav,16000,87424,-0.1810678999987039,14.749862884238532,14.930930784237235,-0.1810678999987039,14.749862884238532,14.930930784237235,
1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0022__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0022__SIR0.wav,16000,83328,0.0705274671139984,19.17735336520452,19.10682589809052,0.0705274671139984,19.17735336520452,19.10682589809052,
1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2273-0029__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2273-0029__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2273-0029__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2273-0029__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1284/1181/1284-1181-0013.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV2__4446-4446-2273-0029__SIR0.wav,16000,52224,0.1241208695930927,17.42836100937668,17.304240139783587,0.1241208695930927,17.42836100937668,17.304240139783587,
