key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error
1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,16000,166912,-2.677716726471038,4.8439128226814265,7.521629549152465,-2.677716726471038,4.8439128226814265,7.521629549152465,
1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/121/121726/121-121726-0001.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__HSIMV3__237-237-126133-0024__SIRm3.wav,16000,154624,-2.953091938145625,16.212180835620707,19.165272773766333,-2.953091938145625,16.212180835620707,19.165272773766333,
1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,16000,166912,-2.677716726471038,4.849037395972516,7.526754122443554,-2.677716726471038,4.849037395972516,7.526754122443554,
1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/260/123440/260-123440-0019.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__HSIMV3__672-672-122797-0017__SIRm3.wav,16000,77056,-3.1349360663328203,16.39469051840664,19.52962658473946,-3.1349360663328203,16.39469051840664,19.52962658473946,
1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__HSIMV3__8230-8230-279154-0016__SIRm3.wav,16000,166912,-2.677716726471038,4.844778510112628,7.522495236583666,-2.677716726471038,4.844778510112628,7.522495236583666,
1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/61/70970/61-70970-0000.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__HSIMV3__8230-8230-279154-0039__SIRm3.wav,16000,73344,-3.0225841761002807,14.721821844017118,17.7444060201174,-3.0225841761002807,14.721821844017118,17.7444060201174,
1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__HSIMV3__8230-8230-279154-0021__SIRm3.wav,16000,104960,-3.018854175553737,13.690397512203242,16.70925168775698,-3.018854175553737,13.690397512203242,16.70925168775698,
1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7729/102255/7729-102255-0023.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__HSIMV3__7176-7176-88083-0018__SIRm3.wav,16000,167168,-2.94341838443114,12.957641323937825,15.901059708368964,-2.94341838443114,12.957641323937825,15.901059708368964,
1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIRm3.wav,16000,73344,-2.9926000681284326,18.244224212118155,21.236824280246587,-2.9926000681284326,18.244224212118155,21.236824280246587,
1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s2/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1284/1181/1284-1181-0013.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__HSIMV3__4446-4446-2271-0005__SIRm3.wav,16000,52224,-2.7140705415757385,15.399144325799,18.113214867374737,-2.7140705415757385,15.399144325799,18.113214867374737,
