key,chunk_idx,start_sec,end_sec,speaker_gap,local_si_sdr_gap,speaker_sim_target,speaker_sim_interferer,chunk_label
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,0,0.0,1.0,0.04977625508891703,42.3807713078137,0.570836055782986,0.521059800694069,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,1,0.5,1.5,0.07239121485357014,46.618095398253246,0.6954692281549265,0.6230780133013564,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,2,1.0,2.0,-0.0014119147972011525,58.93923176763311,0.6741583808535329,0.675570295650734,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,3,1.5,2.5,-0.03856784028165228,59.91109730410271,0.5902752758226684,0.6288431161043206,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,4,2.0,3.0,-0.0042415856466746504,53.9110627321565,0.5595644600535229,0.5638060457001975,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,5,2.5,3.5,-0.009974837103664869,55.25592271420206,0.6218544120395354,0.6318292491432003,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,6,3.0,4.0,-0.017655700092061133,51.311643456604116,0.49803109961083497,0.5156867997028961,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,7,3.5,4.5,0.042759005497126024,44.51675355212528,0.4792516706999048,0.4364926652027788,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,8,4.0,5.0,0.05585783608300815,51.644279604219555,0.5084298151373425,0.4525719790543344,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,9,4.5,5.5,0.01699292625773674,54.556502721201426,0.5561475046508232,0.5391545783930864,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,10,5.0,6.0,0.11142453992585355,50.13131945322555,0.588626229233506,0.4772016893076525,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,11,5.5,6.5,0.04327949794994651,52.542056821362245,0.3441766133614476,0.3008971154115011,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,12,6.0,7.0,0.07164252088089473,51.06193299359563,0.5369242046333755,0.4652816837524808,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,13,6.5,7.5,0.11918887257616823,42.81092061052969,0.404424271839722,0.2852353992635538,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,14,7.0,8.0,0.14553647942340742,42.96379653678792,0.5951959371736876,0.44965945775028016,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,15,7.5,8.5,0.012462138880395823,55.79748928308579,0.5913442255006912,0.5788820866202954,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,16,8.0,9.0,0.08204269245094309,66.77867009769474,0.6033419249982861,0.521299232547343,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,17,8.5,9.5,0.07529640047161107,48.886020329323756,0.48717813709557917,0.4118817366239681,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,18,9.0,10.0,0.020327806066222198,48.422898927727665,0.599223840173116,0.5788960341068938,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,19,9.5,10.5,0.06863742929512862,48.785821080187915,0.5502132067310265,0.48157577743589786,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,20,10.0,11.0,0.09343719295547481,71.67809953510655,0.6624508963655451,0.5690137034100703,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,21,10.5,11.5,0.01178657985002285,51.384750246243186,0.5473847875790683,0.5355982077290454,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,22,11.0,12.0,-0.07246568654087482,58.77689867035623,0.48471864088507977,0.5571843274259546,identity_ambiguity
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,23,11.5,12.5,0.010052323140323116,49.80068301391212,0.6240604991078403,0.6140081759675172,signal_ok
908-157963-0022_1089-134686-0023__T2__1089-1089-134686-0023__SIM__8230-8230-279154-0040,24,12.0,13.0,0.023132621779321516,51.16034358217903,0.5833225729626075,0.560189951183286,signal_ok
